Period	Document Number	Item	Transaction Bin Quantity	Transfer Type	Source Bin Number	Destination Bin Number
Oct 2023	BINT98093	PPS2C	1000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98094	PPS2LG	1500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98095	PPT2	4000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98096	RCG31	4500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98097	RCS1	6000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98098	RCT8	1460	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98100	WJGT8	1000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98102	PTLGS3	1750	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98103	PTLGT3	2000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98104	PTMRVS1	1000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98106	PTMRVT3	1500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98107	WJGS3	500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98109	CEAGMT6	1500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98110	CEAGMT8	1480	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98111	BBG31	1500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98112	BBS1	1500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98113	BBS2	1500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98114	BBT2	1000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98115	BBT8	1500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98116	CEMIXS1	1000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98117	CEMIXS2	1500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98118	CEMIXT1	1000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98119	CEMIXT2	1490	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98120	CEMIXT8	500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98121	CET8	5500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98122	DPCT8-31S925	1000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98123	EUST4	1500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98124	EUAT4	1500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98125	EUBS2	1500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98126	MPS1	1750	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98127	MPS2	500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98128	MPT2	2000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98129	MPT4	1000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98130	MPT8	1500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98131	PT30MT2	13000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98132	PTCOMS3	3000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98134	PTCOMT3	3000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98135	PTCOMT8	2410	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98136	BKT8	2000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98137	CEAGMS1	1250	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98138	CEAGMS2	1000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98139	CEAGMT2	500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98140	AFSG31	1000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98141	AFSS1	2000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98142	AFSS2	2720	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98143	AFST4	1500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98144	CCS1	3500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98145	CCS2	1250	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98146	CCT1	1250	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98147	CCT8	1820	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98148	CES1	11250	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98149	CES2	2500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98150	CET1	1250	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98151	CET2	8000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98152	FGT8	320	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98153	FORS6	2250	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98154	FORT8	3500	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98155	FST8	1000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98156	PT20MS1	2000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98157	PT20MS2	2000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98158	PT20MT2	14000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT98159	PT30MS1	4000	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT97774	2300	48	Inbound Staging	QDCIN1	Q190320
Oct 2023	BINT97775	2300	48	Inbound Staging	QDCIN1	Q190318
Oct 2023	BINT97776	2300	48	Inbound Staging	QDCIN1	Q190309
Oct 2023	BINT97777	2300	48	Inbound Staging	QDCIN1	Q190210
Oct 2023	BINT97778	2300	48	Inbound Staging	QDCIN1	Q190304
Oct 2023	BINT97779	2300	48	Inbound Staging	QDCIN1	Q190303
Oct 2023	BINT97780	2300	48	Inbound Staging	QDCIN1	Q190202
Oct 2023	BINT97781	2300	48	Inbound Staging	QDCIN1	Q190401
Oct 2023	BINT97782	2300	48	Inbound Staging	QDCIN1	Q190423
Oct 2023	BINT97784	2300HD	48	Inbound Staging	QDCIN1	Q190424
Oct 2023	BINT97785	2300HD	48	Inbound Staging	QDCIN1	Q190425
Oct 2023	BINT97786	2300	48	Inbound Staging	QDCIN1	Q190426
Oct 2023	BINT97788	2300	48	Inbound Staging	QDCIN1	Q190427
Oct 2023	BINT97789	2300HD	48	Inbound Staging	QDCIN1	Q190428
Oct 2023	BINT97790	2300	48	Inbound Staging	QDCIN1	Q190429
Oct 2023	BINT97792	42-6	6	Inbound Staging	QDCIN1	Q200134
Oct 2023	BINT97795	121R-6	66	Inbound Staging	QDCIN1	Q190301
Oct 2023	BINT97796	H7-5CM	54	Inbound Staging	QDCIN1	Q220415
Oct 2023	BINT97797	51R-4CM	30	Inbound Staging	QDCIN1	Q210138
Oct 2023	BINT97799	59-6	60	Inbound Staging	QDCIN1	Q200150
Oct 2023	BINT97801	78DT-7MF	66	Inbound Staging	QDCIN1	Q210113
Oct 2023	BINT97802	H6-5CM	66	Inbound Staging	QDCIN1	Q220315
Oct 2023	BINT97804	H7-5CM	54	Inbound Staging	QDCIN1	Q220222
Oct 2023	BINT97806	59-6	60	Inbound Staging	QDCIN1	Q200250
Oct 2023	BINT97807	78DT-7MF	66	Inbound Staging	QDCIN1	Q210313
Oct 2023	BINT97808	78DT-7MF	66	Inbound Staging	QDCIN1	Q210213
Oct 2023	BINT97809	59-6	60	Inbound Staging	QDCIN1	Q200350
Oct 2023	BINT97811	124R-6	66	Inbound Staging	QDCIN1	Q190302
Oct 2023	BINT97813	26R-6MF	84	Inbound Staging	QDCIN1	Q190139
Oct 2023	BINT97815	RV24	66	Inbound Staging	QDCIN1	Q210144
Oct 2023	BINT97817	H7-5CM	54	Inbound Staging	QDCIN1	Q220216
Oct 2023	BINT97822	27DC	54	Inbound Staging	QDCIN1	Q190244
Oct 2023	BINT97826	124R-6	66	Inbound Staging	QDCIN1	Q200304
Oct 2023	BINT97831	26-6MF	84	Inbound Staging	QDCIN1	Q190138
Oct 2023	BINT97850	78-7MF	66	Inbound Staging	QDCIN1	Q210110
Oct 2023	BINT97853	59-6	60	Inbound Staging	QDCIN1	Q200349
Oct 2023	BINT97856	27DC	54	Inbound Staging	QDCIN1	Q190344
Oct 2023	BINT97858	65-6MF	54	Inbound Staging	QDCIN1	Q200152
Oct 2023	BINT97859	75DT-7MF	72	Inbound Staging	QDCIN1	Q210208
Oct 2023	BINT97860	65-6MF	54	Inbound Staging	QDCIN1	Q200249
Oct 2023	BINT97861	59-6	60	Inbound Staging	QDCIN1	Q200348
Oct 2023	BINT97862	RV24	66	Inbound Staging	QDCIN1	Q210243
Oct 2023	BINT97866	124R-6	66	Inbound Staging	QDCIN1	Q190205
Oct 2023	BINT97868	124R-6	66	Inbound Staging	QDCIN1	Q190206
Oct 2023	BINT97870	78-6	66	Inbound Staging	QDCIN1	Q210109
Oct 2023	BINT97871	78DT-7MF	66	Inbound Staging	QDCIN1	Q210214
Oct 2023	BINT97872	26R-6MF	84	Inbound Staging	QDCIN1	Q190239
Oct 2023	BINT97873	75-6MF	66	Inbound Staging	QDCIN1	Q210204
Oct 2023	BINT97875	78DT-7MF	66	Inbound Staging	QDCIN1	Q210314
Oct 2023	BINT97876	75DT-4	72	Inbound Staging	QDCIN1	Q210206
Oct 2023	BINT97877	78DT-7MF	66	Inbound Staging	QDCIN1	Q210312
Oct 2023	BINT97878	24M-6	66	Inbound Staging	QDCIN1	Q190231
Oct 2023	BINT97884	42-6	6	Inbound Staging	QDCIN1	Q200134
Oct 2023	BINT97885	78-6	66	Inbound Staging	QDCIN1	Q210209
Oct 2023	BINT97886	H8-850-AB	45	Inbound Staging	QDCIN1	Q220225
Oct 2023	BINT97887	78-7MF	66	Inbound Staging	QDCIN1	Q210210
Oct 2023	BINT97888	H7-5CM	54	Inbound Staging	QDCIN1	Q220217
Oct 2023	BINT97889	78DT-7MF	66	Inbound Staging	QDCIN1	Q210212
Oct 2023	BINT97890	26R-6MF	84	Inbound Staging	QDCIN1	Q190339
Oct 2023	BINT97891	H7-5CM	54	Inbound Staging	QDCIN1	Q220314
Oct 2023	BINT97892	T5-600	12	Inbound Staging	QDCIN1	Q270123
Oct 2023	BINT97893	78DT-7MF	66	Inbound Staging	QDCIN1	Q210207
Oct 2023	BINT97894	78DT-7MF	66	Inbound Staging	QDCIN1	Q210311
Oct 2023	BINT97895	H7-5CM	54	Inbound Staging	QDCIN1	Q220212
Oct 2023	BINT97896	26R-6MF	84	Inbound Staging	QDCIN1	Q190238
Oct 2023	BINT97897	86-7CM	66	Inbound Staging	QDCIN1	Q210321
Oct 2023	BINT97898	H7-5CM	54	Inbound Staging	QDCIN1	Q220211
Oct 2023	BINT97899	75DT-7MF	72	Inbound Staging	QDCIN1	Q210308
Oct 2023	BINT97900	78-7MF	66	Inbound Staging	QDCIN1	Q210310
Oct 2023	BINT97901	78DT-7MF	66	Inbound Staging	QDCIN1	Q210315
Oct 2023	BINT97902	78DT-7MF	66	Inbound Staging	QDCIN1	Q210211
Oct 2023	BINT97903	31T925-AB	54	Inbound Staging	QDCIN1	Q220237
Oct 2023	BINT97904	31T750-AB	20	Inbound Staging	QDCIN1	Q220336
Oct 2023	BINT97609	31A950-AB	54	Inbound Staging	QDCIN1	Q210330
Oct 2023	BINT97610	31A950-AB	54	Inbound Staging	QDCIN1	Q210329
Oct 2023	BINT97614	HEXACOMB40X48	1800	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT97620	31S-9	60	Inbound Staging	QDCIN1	Q160254
Oct 2023	BINT97623	31S-9	60	Inbound Staging	QDCIN1	Q160253
Oct 2023	BINT97624	31S-9	60	Inbound Staging	QDCIN1	Q160252
Oct 2023	BINT97627	31S-9	60	Inbound Staging	QDCIN1	Q160354
Oct 2023	BINT97629	31S-9	60	Inbound Staging	QDCIN1	Q160353
Oct 2023	BINT97630	31S-9	60	Inbound Staging	QDCIN1	Q160353
Oct 2023	BINT97642	31S-9	60	Inbound Staging	QDCIN1	Q160251
Oct 2023	BINT97644	31S-9	60	Inbound Staging	QDCIN1	Q160351
Oct 2023	BINT97645	31S-9	60	Inbound Staging	QDCIN1	Q160250
Oct 2023	BINT97646	31S-9	60	Inbound Staging	QDCIN1	Q160350
Oct 2023	BINT97647	31S-9	60	Inbound Staging	QDCIN1	Q160249
Oct 2023	BINT97648	31S-9	60	Inbound Staging	QDCIN1	Q160349
Oct 2023	BINT97649	31S-9	60	Inbound Staging	QDCIN1	Q160248
Oct 2023	BINT97651	31S-9	60	Inbound Staging	QDCIN1	Q160348
Oct 2023	BINT97652	31S-9	60	Inbound Staging	QDCIN1	Q160247
Oct 2023	BINT97653	31S-9	60	Inbound Staging	QDCIN1	Q160347
Oct 2023	BINT97654	31S-9	60	Inbound Staging	QDCIN1	Q160142
Oct 2023	BINT97655	31S-9	60	Inbound Staging	QDCIN1	Q160141
Oct 2023	BINT97656	31S-9	60	Inbound Staging	QDCIN1	Q160140
Oct 2023	BINT97657	31S-9	60	Inbound Staging	QDCIN1	Q160139
Oct 2023	BINT97659	31S-9	60	Inbound Staging	QDCIN1	Q160138
Oct 2023	BINT97660	31S-9	60	Inbound Staging	QDCIN1	Q160137
Oct 2023	BINT97661	806-1210	6	Inbound Staging	QDCIN1	Q270144
Oct 2023	BINT97662	MBTX20UHD	4	Inbound Staging	QDCIN1	Q270144
Oct 2023	BINT97663	31S-9	60	Inbound Staging	QDCIN1	Q160135
Oct 2023	BINT97664	31S-9	60	Inbound Staging	QDCIN1	Q160136
Oct 2023	BINT97665	804-1210	4	Inbound Staging	QDCIN1	Q270144
Oct 2023	BINT97666	RNW865106001	2	Inbound Staging	QDCIN1	Q270144
Oct 2023	BINT97668	4539-PK	150	Inbound Staging	QDCIN1	Q270136
Oct 2023	BINT97670	808-0232-01	11	Inbound Staging	QDCIN1	Q270136
Oct 2023	BINT97672	EN91	300	Inbound Staging	QDCIN1	Q270136
Oct 2023	BINT97673	BKAMG-250	72	Inbound Staging	QDCIN1	Q270136
Oct 2023	BINT97674	CPC	384	Inbound Staging	QDCIN1	Q270136
Oct 2023	BINT97675	912-2400	10	Inbound Staging	QDCIN1	Q270135
Oct 2023	BINT97676	475-0008	15	Inbound Staging	QDCIN1	Q270136
Oct 2023	BINT97677	D12120D	14	Inbound Staging	QDCIN1	Q180111
Oct 2023	BINT97678	CTX7A-BS	15	Inbound Staging	QDCIN1	Q270125
Oct 2023	BINT97679	56-7	10	Inbound Staging	QDCIN1	Q200147
Oct 2023	BINT97680	35AGM	7	Inbound Staging	QDCIN1	Q200124
Oct 2023	BINT97681	2-4	16	Inbound Staging	QDCIN1	Q190113
Oct 2023	BINT97683	8027-127	4	Inbound Staging	QDCIN1	Q260119
Oct 2023	BINT97684	79-7	9	Inbound Staging	QDCIN1	Q210114
Oct 2023	BINT97716	46B24RAGM	28	Inbound Staging	QDCIN1	Q200138
Oct 2023	BINT97734	ADD-ON5THRACK	6	Inbound Staging	QDCIN1	Quebec DC
Oct 2023	BINT97501	65-7MF	72	Inbound Staging	QDCIN1	Q200153
Oct 2023	BINT97502	65-7MF	72	Inbound Staging	QDCIN1	Q200354
Oct 2023	BINT97503	65-7MF	72	Inbound Staging	QDCIN1	Q200254
Oct 2023	BINT97504	65-7MF	72	Inbound Staging	QDCIN1	Q200253
Oct 2023	BINT97505	65-7MF	72	Inbound Staging	QDCIN1	Q200353
Oct 2023	BINT97506	65-7MF	72	Inbound Staging	QDCIN1	Q200352
Oct 2023	BINT97507	65-7MF	72	Inbound Staging	QDCIN1	Q200252
Oct 2023	BINT97508	65-7MF	72	Inbound Staging	QDCIN1	Q200351
Oct 2023	BINT97509	65-7MF	72	Inbound Staging	QDCIN1	Q200251
Oct 2023	BINT97510	65-7MF	72	Inbound Staging	QDCIN1	Q200350
Oct 2023	BINT97511	65-7MF	72	Inbound Staging	QDCIN1	Q200250
Oct 2023	BINT97513	65-7MF	72	Inbound Staging	QDCIN1	Q200349
Oct 2023	BINT97515	31S-9	60	Inbound Staging	QDCIN1	Q160154
Oct 2023	BINT97516	31S-9	60	Inbound Staging	QDCIN1	Q160153
Oct 2023	BINT97517	31S-9	60	Inbound Staging	QDCIN1	Q160152
Oct 2023	BINT97518	31S-9	60	Inbound Staging	QDCIN1	Q160151
Oct 2023	BINT97519	31S-9	60	Inbound Staging	QDCIN1	Q160150
Oct 2023	BINT97520	31S-9	60	Inbound Staging	QDCIN1	Q160149
Oct 2023	BINT97521	31S-9	60	Inbound Staging	QDCIN1	Q160148
Oct 2023	BINT97522	31S-9	60	Inbound Staging	QDCIN1	Q160147
Oct 2023	BINT97523	31S-9	60	Inbound Staging	QDCIN1	Q160146
Oct 2023	BINT97524	31S-9	60	Inbound Staging	QDCIN1	Q160145
Oct 2023	BINT97525	31S-9	60	Inbound Staging	QDCIN1	Q160144
Oct 2023	BINT97526	31S-9	60	Inbound Staging	QDCIN1	Q160143
Oct 2023	BINT97527	31T750	54	Inbound Staging	QDCIN1	Q220135
Oct 2023	BINT97528	31T750	54	Inbound Staging	QDCIN1	Q220231
Oct 2023	BINT97530	91-5	90	Inbound Staging	QDCIN1	Q210127
Oct 2023	BINT97534	8125	48	Inbound Staging	QDCIN1	Q210215
Oct 2023	BINT97536	8125	48	Inbound Staging	QDCIN1	Q210115
Oct 2023	BINT97539	D121000BE	42	Inbound Staging	QDCIN1	Q180207
Oct 2023	BINT97540	D121000BE	42	Inbound Staging	QDCIN1	Q180107
Oct 2023	BINT97542	12VE-UTL	36	Inbound Staging	QDCIN1	Q190107
Oct 2023	BINT97543	12VE-UTL	36	Inbound Staging	QDCIN1	Q190204
Oct 2023	BINT97548	27F-7MF	72	Inbound Staging	QDCIN1	Q190147
Oct 2023	BINT97549	51R-4	128	Inbound Staging	QDCIN1	Q210336
Oct 2023	BINT97550	51R-4	128	Inbound Staging	QDCIN1	Q210335
Oct 2023	BINT97551	1-4	48	Inbound Staging	QDCIN1	Q190201
Oct 2023	BINT97552	8D1155-AB	8	Inbound Staging	QDCIN1	Q230203
Oct 2023	BINT97553	8D1155-AB	16	Inbound Staging	QDCIN1	Q230303
Oct 2023	BINT97554	31T925-AB	54	Inbound Staging	QDCIN1	Q220332
Oct 2023	BINT97556	31T925-AB	54	Inbound Staging	QDCIN1	Q220330
Oct 2023	BINT97557	31T700-AB	54	Inbound Staging	QDCIN1	Q220329
Oct 2023	BINT97558	31T950-AB	54	Inbound Staging	QDCIN1	Q220227
Oct 2023	BINT97559	31T950-AB	54	Inbound Staging	QDCIN1	Q220226
Oct 2023	BINT97560	31T950-AB	54	Inbound Staging	QDCIN1	Q220243
Oct 2023	BINT97562	31A950-AB	54	Inbound Staging	QDCIN1	Q210334
Oct 2023	BINT97564	31A950-AB	54	Inbound Staging	QDCIN1	Q210333
Oct 2023	BINT97565	31A950-AB	54	Inbound Staging	QDCIN1	Q210332
Oct 2023	BINT97569	31T950-AB	54	Inbound Staging	QDCIN1	Q210331
Oct 2023	BINT97393	78AGM	1	Inbound Staging	QDCIN1	Q210111
Oct 2023	BINT97394	24FAGM	12	Inbound Staging	QDCIN1	Q190130
Oct 2023	BINT97395	MBTX16U	32	Inbound Staging	QDCIN1	Q250244
Oct 2023	BINT97396	D12750D	3	Inbound Staging	QDCIN1	Q180130
Oct 2023	BINT97397	D1250F2	30	Inbound Staging	QDCIN1	Q180123
Oct 2023	BINT97398	D1272F2	30	Inbound Staging	QDCIN1	Q180128
Oct 2023	BINT97401	D12120	12	Inbound Staging	QDCIN1	Q180109
Oct 2023	BINT97403	EV24A-AM8	2	Inbound Staging	QDCIN1	Q250116
Oct 2023	BINT97404	PS-1212F1	20	Inbound Staging	QDCIN1	Q180148
Oct 2023	BINT97406	808-9817	12	Inbound Staging	QDCIN1	Q270132
Oct 2023	BINT97430	U1-4	195	Inbound Staging	QDCIN1	Q210442
Oct 2023	BINT97431	U1-4	195	Inbound Staging	QDCIN1	Q210441
Oct 2023	BINT97432	U1-4	195	Inbound Staging	QDCIN1	Q210440
Oct 2023	BINT97433	U1-4	195	Inbound Staging	QDCIN1	Q210439
Oct 2023	BINT97434	U1-4	195	Inbound Staging	QDCIN1	Q210438
Oct 2023	BINT97435	U1-4	195	Inbound Staging	QDCIN1	Q210437
Oct 2023	BINT97436	U1-4	195	Inbound Staging	QDCIN1	Q210337
Oct 2023	BINT97437	U1-4	195	Inbound Staging	QDCIN1	Q210338
Oct 2023	BINT97438	U1-4	195	Inbound Staging	QDCIN1	Q210339
Oct 2023	BINT97439	U1-4	195	Inbound Staging	QDCIN1	Q210340
Oct 2023	BINT97441	U1-4	195	Inbound Staging	QDCIN1	Q210341
Oct 2023	BINT97442	U1-4	194	Inbound Staging	QDCIN1	Q210342
Oct 2023	BINT97444	2300HD	48	Inbound Staging	QDCIN1	Q190118
Oct 2023	BINT97445	2300HD	48	Inbound Staging	QDCIN1	Q190318
Oct 2023	BINT97446	2300	48	Inbound Staging	QDCIN1	Q190117
Oct 2023	BINT97447	2300	48	Inbound Staging	QDCIN1	Q190317
Oct 2023	BINT97448	318V	12	Inbound Staging	QDCIN1	Q190154
Oct 2023	BINT97449	2300	48	Inbound Staging	QDCIN1	Q190422
Oct 2023	BINT97450	2300	48	Inbound Staging	QDCIN1	Q190421
Oct 2023	BINT97451	2300	48	Inbound Staging	QDCIN1	Q190322
Oct 2023	BINT97452	2300	48	Inbound Staging	QDCIN1	Q190222
Oct 2023	BINT97453	2300	48	Inbound Staging	QDCIN1	Q190319
Oct 2023	BINT97454	2300	48	Inbound Staging	QDCIN1	Q200420
Oct 2023	BINT97455	2300	48	Inbound Staging	QDCIN1	Q200421
Oct 2023	BINT97456	2300	48	Inbound Staging	QDCIN1	Q200422
Oct 2023	BINT97457	318V	12	Inbound Staging	QDCIN1	Q190254
Oct 2023	BINT97458	278V	20	Inbound Staging	QDCIN1	Q190143
Oct 2023	BINT97459	278V	20	Inbound Staging	QDCIN1	Q190243
Oct 2023	BINT97460	C60N24L-A	2	Inbound Staging	QDCIN1	Q270144
Oct 2023	BINT97461	CHD4-12	3	Inbound Staging	QDCIN1	Q270144
Oct 2023	BINT97462	DLB-G24-12V	5	Inbound Staging	QDCIN1	Q260143
Oct 2023	BINT97463	VEP250125402	1	Inbound Staging	QDCIN1	Q260143
Oct 2023	BINT97464	MBTX9U	12	Inbound Staging	QDCIN1	Q270144
Oct 2023	BINT97465	MBTX4U	4	Inbound Staging	QDCIN1	Q270144
Oct 2023	BINT97466	MB5U	2	Inbound Staging	QDCIN1	Q270144
Oct 2023	BINT97467	TS4-A-2F	2	Inbound Staging	QDCIN1	Q270144
Oct 2023	BINT97468	2300	48	Inbound Staging	QDCIN1	Q200321
Oct 2023	BINT97470	34-7CM	88	Inbound Staging	QDCIN1	Q200115
Oct 2023	BINT97471	34-7CM	88	Inbound Staging	QDCIN1	Q200412
Oct 2023	BINT97472	34-5MF	88	Inbound Staging	QDCIN1	Q200113
Oct 2023	BINT97475	65-7MFCM	72	Inbound Staging	QDCIN1	Q210203
Oct 2023	BINT97476	90-5	110	Inbound Staging	QDCIN1	Q210124
Oct 2023	BINT97477	27-7	72	Inbound Staging	QDCIN1	Q190140
Oct 2023	BINT97478	31DCMF	60	Inbound Staging	QDCIN1	Q200308
Oct 2023	BINT97479	27-7	72	Inbound Staging	QDCIN1	Q190240
Oct 2023	BINT97480	27-7	72	Inbound Staging	QDCIN1	Q190340
Oct 2023	BINT97481	31DCMF	60	Inbound Staging	QDCIN1	Q200220
Oct 2023	BINT97482	27-7MF	72	Inbound Staging	QDCIN1	Q190141
Oct 2023	BINT97483	99R-4	130	Inbound Staging	QDCIN1	Q210132
Oct 2023	BINT97484	D12450	100	Inbound Staging	QDCIN1	Q180120
Oct 2023	BINT97485	D12750	48	Inbound Staging	QDCIN1	Q180129
Oct 2023	BINT97486	EV185A-A	24	Inbound Staging	QDCIN1	Q260411
Oct 2023	BINT97487	EV185A-A	24	Inbound Staging	QDCIN1	Q260416
Oct 2023	BINT97488	EV185A-A	24	Inbound Staging	QDCIN1	Q250218
Oct 2023	BINT97489	C50N18L-A	90	Inbound Staging	QDCIN1	Q230126
Oct 2023	BINT97490	CTX20HL-BS	120	Inbound Staging	QDCIN1	Q240128
Oct 2023	BINT97491	CTX20L-BS	120	Inbound Staging	QDCIN1	Q270244
Oct 2023	BINT97492	CTX14-BS	210	Inbound Staging	QDCIN1	Q270237
Oct 2023	BINT97493	CTX14-BS	210	Inbound Staging	QDCIN1	Q270238
Oct 2023	BINT97494	CTX14-BS	210	Inbound Staging	QDCIN1	Q270236
Oct 2023	BINT97495	CTX14-BS	210	Inbound Staging	QDCIN1	Q270338
Oct 2023	BINT97496	CTX14-BS	210	Inbound Staging	QDCIN1	Q270337
Oct 2023	BINT97497	VEBPC122547106	10	Inbound Staging	QDCIN1	Q270136
Oct 2023	BINT97498	CTX20-BS	150	Inbound Staging	QDCIN1	Q240125
Oct 2023	BINT97284	H5-5	110	Inbound Staging	QDCIN1	Q220110
Oct 2023	BINT97285	H5-5	110	Inbound Staging	QDCIN1	Q210417
Oct 2023	BINT97286	H5-5	110	Inbound Staging	QDCIN1	Q210415
Oct 2023	BINT97287	H5-5	110	Inbound Staging	QDCIN1	Q210414
Oct 2023	BINT97289	H5-5	110	Inbound Staging	QDCIN1	Q210413
Oct 2023	BINT97293	H5-5	110	Inbound Staging	QDCIN1	Q220414
Oct 2023	BINT97294	H5-5	110	Inbound Staging	QDCIN1	Q220414
Oct 2023	BINT97295	H5-5	110	Inbound Staging	QDCIN1	Q210412
Oct 2023	BINT97296	H5-5	110	Inbound Staging	QDCIN1	Q210411
Oct 2023	BINT97297	H5-5	110	Inbound Staging	QDCIN1	Q210410
Oct 2023	BINT97298	H5-5	110	Inbound Staging	QDCIN1	Q220314
Oct 2023	BINT97299	H5-5	110	Inbound Staging	QDCIN1	Q210409
Oct 2023	BINT97305	51R-4	128	Inbound Staging	QDCIN1	Q210136
Oct 2023	BINT97306	51R-4	128	Inbound Staging	QDCIN1	Q210236
Oct 2023	BINT97307	H5-5	110	Inbound Staging	QDCIN1	Q220216
Oct 2023	BINT97308	H5-5	110	Inbound Staging	QDCIN1	Q220213
Oct 2023	BINT97310	H5-5	110	Inbound Staging	QDCIN1	Q220212
Oct 2023	BINT97312	75DT-5MF	104	Inbound Staging	QDCIN1	Q210107
Oct 2023	BINT97313	DA04	24	Inbound Staging	QDCIN1	Q210231
Oct 2023	BINT97314	DA04	24	Inbound Staging	QDCIN1	Q210235
Oct 2023	BINT97315	40R-6	90	Inbound Staging	QDCIN1	Q200131
Oct 2023	BINT97316	DA04	24	Inbound Staging	QDCIN1	Q210232
Oct 2023	BINT97317	DA04	24	Inbound Staging	QDCIN1	Q210233
Oct 2023	BINT97318	EV627A-A	42	Inbound Staging	QDCIN1	Q250209
Oct 2023	BINT97320	ODX-AGM65	18	Inbound Staging	QDCIN1	Q270126
Oct 2023	BINT97335	MBTX20UHD	40	Inbound Staging	QDCIN1	Q270133
Oct 2023	BINT97337	EV22A-A	25	Inbound Staging	QDCIN1	Q250215
Oct 2023	BINT97339	30H-7	6	Inbound Staging	QDCIN1	Q190152
Oct 2023	BINT97340	N120-4	6	Inbound Staging	QDCIN1	Q210150
Oct 2023	BINT97343	N120R-4	9	Inbound Staging	QDCIN1	Q210148
Oct 2023	BINT97346	NS40LSP	6	Inbound Staging	QDCIN1	Q210147
Oct 2023	BINT97347	45-5	6	Inbound Staging	QDCIN1	Q200136
Oct 2023	BINT97349	N100-4	6	Inbound Staging	QDCIN1	Q210152
